DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
241009358,6/11/2024 0:00,6/11/2024 0:00,1145,10,West Valley,1063,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,0,M,O,404,DEPARTMENT STORE,,,IC,Invest Cont,341,,,,18500    VENTURA                      BL,,34.1688,-118.5361
240412277,12/24/2024 0:00,12/23/2024 0:00,430,4,Hollenbeck,477,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),344,45,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331,,,,700    EUCLID                       AV,,34.0322,-118.2117
240606924,3/4/2024 0:00,2/7/2024 0:00,1810,6,Hollywood,666,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 1307 1814 1501,29,F,O,101,STREET,,,IC,Invest Cont,745,,,,IVAR                         AV,SUNSET                       BL,34.098,-118.3288
242007556,3/21/2024 0:00,3/21/2024 0:00,1340,20,Olympic,2005,2,624,BATTERY - SIMPLE ASSAULT,0603 0913 0444 0432 0361,31,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,300 N  ARDMORE                      AV,,34.0763,-118.3023
241400692,3/22/2024 0:00,3/9/2024 0:00,1115,14,Pacific,1456,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0445 0400 0429 0444 2004 1218 1402 0334 1822,37,F,X,149,RIVER BED*,218,OTHER CUTTING INSTRUMENT,AO,Adult Other,230,998,,,11700    CULVER                       BL,,33.9955,-118.421
240504032,1/1/2024 0:00,1/1/2024 0:00,1020,5,Harbor,567,2,901,VIOLATION OF RESTRAINING ORDER,0913 2038 2000,72,F,W,101,STREET,,,AA,Adult Arrest,901,,,,300 W  16TH                         ST,,33.7297,-118.2836
241807913,3/23/2024 0:00,3/23/2024 0:00,600,18,Southeast,1849,2,624,BATTERY - SIMPLE ASSAULT,0913 1810 1202 2021 0416 1261,67,M,B,510,NURSING/CONVALESCENT/RETIREMENT HOME,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,2200 E  SANTA ANA                    BL,,33.9359,-118.2345
242008085,4/8/2024 0:00,4/5/2024 0:00,1400,20,Olympic,2056,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,NEW HAMPSHIRE                AV,SAN MARINO                   ST,34.0545,-118.2927
241217541,11/28/2024 0:00,11/28/2024 0:00,1500,12,77th Street,1242,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6300    4TH                          AV,,33.983,-118.3215
240612750,10/19/2024 0:00,10/16/2024 0:00,1200,6,Hollywood,663,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1501 1822 0344,58,M,W,744,HIGH-RISE BUILDING,,,IC,Invest Cont,440,,,,6600    SANTA MONICA                 BL,,34.0907,-118.3332
240305705,1/28/2024 0:00,1/28/2024 0:00,1403,3,Southwest,355,2,901,VIOLATION OF RESTRAINING ORDER,0913 2038 0603 1259,16,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,901,,,,3600    ARLINGTON                    AV,,34.0229,-118.3176
240913056,11/15/2024 0:00,11/14/2024 0:00,2300,9,Van Nuys,923,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6500    KESTER                       AV,,34.1887,-118.4575
241308808,4/28/2024 0:00,4/28/2024 0:00,100,13,Newton,1395,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6700    STANFORD                     AV,,33.9792,-118.263
241705934,1/31/2024 0:00,1/24/2024 0:00,1600,17,Devonshire,1712,2,354,THEFT OF IDENTITY,1822 0930,73,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,19100    INDEX                        ST,,34.275,-118.5478
241515155,11/8/2024 0:00,11/8/2024 0:00,1440,15,N Hollywood,1549,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5500    KLUMP                        AV,,34.17,-118.3752
241411652,7/26/2024 0:00,7/26/2024 0:00,2140,14,Pacific,1494,2,624,BATTERY - SIMPLE ASSAULT,1822 0400 0444,29,F,O,212,TRANSPORTATION FACILITY (AIRPORT),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,200    WORLD                        WY,,33.9455,-118.4003
240608480,4/13/2024 0:00,4/13/2024 0:00,247,6,Hollywood,643,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1501,37,F,W,504,OTHER RESIDENCE,,,IC,Invest Cont,956,,,,7200    HOLLYWOOD                    BL,,34.1016,-118.3468
241310490,6/18/2024 0:00,6/17/2024 0:00,2200,13,Newton,1351,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1822,31,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,100 W  43RD                         ST,,34.0056,-118.274
240706315,2/24/2024 0:00,2/20/2024 0:00,1640,7,Wilshire,736,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0325 1822 0104,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,400 S  LA BREA                      AV,,34.0669,-118.3456
240606025,2/11/2024 0:00,2/1/2024 0:00,1700,6,Hollywood,637,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0319 1822 0329,0,F,X,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,745,,,,6200    HOLLYWOOD                    BL,,34.103,-118.3225
241607617,4/26/2024 0:00,4/26/2024 0:00,250,16,Foothill,1658,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 1814 0416 2000,32,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,10000    TUJUNGA CANYON               BL,,34.2498,-118.2805
241911971,9/28/2024 0:00,9/28/2024 0:00,600,19,Mission,1967,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,9700    BEACHY                       AV,,34.2468,-118.4369
241107748,4/29/2024 0:00,4/29/2024 0:00,330,11,Northeast,1102,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4000    PERLITA                      AV,,34.1254,-118.2648
240710020,7/6/2024 0:00,7/2/2024 0:00,1020,7,Wilshire,752,1,330,BURGLARY FROM VEHICLE,0344 1822 0321 1607,27,F,H,101,STREET,,,IC,Invest Cont,330,,,,5900    PACKARD                      ST,,34.0535,-118.3668
240212980,8/13/2024 0:00,8/13/2024 0:00,1405,2,Rampart,221,2,888,TRESPASSING,0910 1822,0,X,X,906,MTA - RED LINE - VERMONT/BEVERLY,,,IC,Invest Cont,888,,,,300 N  VERMONT                      AV,,34.0777,-118.2961
241811189,7/5/2024 0:00,7/5/2024 0:00,45,18,Southeast,1821,1,110,CRIMINAL HOMICIDE,0416 1309 1822,56,M,H,101,STREET,307,VEHICLE,AA,Adult Arrest,110,,,,97TH                         ST,VERMONT                      AV,33.9478,-118.2916
241510437,5/13/2024 0:00,5/12/2024 0:00,1330,15,N Hollywood,1557,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300 0358 1822,23,F,W,101,STREET,,,IC,Invest Cont,331,,,,5000    DENNY                        AV,,34.1613,-118.3648
241806263,2/18/2024 0:00,2/17/2024 0:00,900,18,Southeast,1822,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329 1407 1100,63,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,998,,,10000 S  MAIN                         ST,,33.9456,-118.2739
240309423,4/18/2024 0:00,4/18/2024 0:00,615,3,Southwest,312,2,354,THEFT OF IDENTITY,1822 0100 0929 0930,38,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3000 S  CLOVERDALE                   AV,,34.0262,-118.3599
240110427,4/18/2024 0:00,4/17/2024 0:00,2000,1,Central,182,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,900 S  FIGUEROA                     ST,,34.0462,-118.2628
240707519,3/25/2024 0:00,3/25/2024 0:00,1629,7,Wilshire,737,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),344,0,X,X,202,LIQUOR STORE,,,IC,Invest Cont,442,,,,5200    WILSHIRE                     BL,,34.0622,-118.3429
242106320,2/27/2024 0:00,2/27/2024 0:00,1420,21,Topanga,2189,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,29,M,X,404,DEPARTMENT STORE,,,JO,Juv Other,442,,,,20800    VENTURA                      BL,,34.1665,-118.5859
242105940,2/18/2024 0:00,2/17/2024 0:00,2100,21,Topanga,2103,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,8500    HANNA                        AV,,34.2242,-118.6071
241012447,11/23/2024 0:00,11/23/2024 0:00,1440,10,West Valley,1049,2,946,OTHER MISCELLANEOUS CRIME,2004 1822,0,M,O,109,PARK/PLAYGROUND,,,IC,Invest Cont,946,,,,6300    WOODLEY                      AV,,34.1822,-118.4836
241309370,5/14/2024 0:00,5/12/2024 0:00,1,13,Newton,1321,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,19,F,H,213,WAREHOUSE,,,IC,Invest Cont,440,,,,100 E  23RD                         ST,,34.0273,-118.2671
240812269,12/1/2024 0:00,11/30/2024 0:00,1952,8,West LA,829,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),344,38,F,W,101,STREET,,,IC,Invest Cont,331,,,,1400 S  BEVERLY GLEN                 BL,,34.0623,-118.4261
241414529,10/28/2024 0:00,10/25/2024 0:00,2130,14,Pacific,1487,1,330,BURGLARY FROM VEHICLE,0344 1300 1609,63,F,B,104,DRIVEWAY,,,IC,Invest Cont,330,,,,9200 S  SEPULVEDA                    BL,,33.9533,-118.3961
241912819,11/3/2024 0:00,10/28/2024 0:00,1600,19,Mission,1961,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,TUPPER                       ST,SEPULVEDA                    BL,34.2392,-118.4674
241505999,2/11/2024 0:00,2/10/2024 0:00,1745,15,N Hollywood,1596,1,310,BURGLARY,0329 1822 0344 1609,65,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,11200    DONA LISA                    DR,,34.1294,-118.3762
241214136,8/6/2024 0:00,8/6/2024 0:00,500,12,77th Street,1233,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1800 W  SLAUSON                      AV,,33.9892,-118.3089
240808220,5/4/2024 0:00,5/4/2024 0:00,1930,8,West LA,839,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,0,X,X,203,OTHER BUSINESS,,,AA,Adult Arrest,442,,,,10200    SANTA MONICA                 BL,,34.0611,-118.4184
240907281,3/27/2024 0:00,3/26/2024 0:00,2100,9,Van Nuys,926,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6700    VAN NUYS                     BL,,34.1903,-118.4399
241204825,1/13/2024 0:00,1/13/2024 0:00,550,12,77th Street,1268,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,43,M,H,102,SIDEWALK,,,IC,Invest Cont,440,,,,S  MAIN                         ST,W  82ND                         ST,33.9651,-118.2739
240114331,7/9/2024 0:00,7/9/2024 0:00,1345,1,Central,132,2,888,TRESPASSING,910,0,M,O,901,MTA - RED LINE - CIVIC CENTER/GRAND PARK,,,IC,Invest Cont,888,,,,100 S  HILL                         ST,,34.0547,-118.2505
240105118,1/17/2024 0:00,1/16/2024 0:00,2140,1,Central,162,1,510,VEHICLE - STOLEN,0352 1300 0344 1612,0,M,B,101,STREET,,,IC,Invest Cont,510,,,,700 S  GRAND                        AV,,34.0473,-118.2566
241306672,2/26/2024 0:00,2/25/2024 0:00,1800,13,Newton,1323,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,23RD                         ST,CENTRAL,34.0213,-118.2535
240315462,10/17/2024 0:00,10/16/2024 0:00,2200,3,Southwest,361,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1300 1606 1822,41,M,H,101,STREET,,,IC,Invest Cont,331,,,,4000    STEVELY                      AV,,34.0149,-118.3536
240408221,6/14/2024 0:00,6/7/2024 0:00,1500,4,Hollenbeck,448,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1600 N  SOTO                         ST,,34.0623,-118.198
240912891,11/7/2024 0:00,11/7/2024 0:00,1300,9,Van Nuys,974,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 2004,29,F,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,14500    VENTURA                      BL,,34.1547,-118.453
241814475,11/7/2024 0:00,11/3/2024 0:00,2059,18,Southeast,1844,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1300,50,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331,,,,300 E  111TH                        ST,,33.9348,-118.2695
241216731,11/2/2024 0:00,11/1/2024 0:00,1800,12,77th Street,1273,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1500 W  MANCHESTER                   AV,,33.96,-118.3025
241509646,4/27/2024 0:00,4/26/2024 0:00,2200,15,N Hollywood,1526,2,624,BATTERY - SIMPLE ASSAULT,1814 0444,31,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,11600    KITTRIDGE                    ST,,34.1903,-118.3845
241105153,4/25/2024 0:00,4/25/2024 0:00,940,11,Northeast,1163,1,210,ROBBERY,0344 1402 0400 1309 0334,32,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,998,,,4700    FOUNTAIN                     AV,,34.0956,-118.2918
241304815,1/18/2024 0:00,1/18/2024 0:00,2250,13,Newton,1372,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),344,34,M,B,101,STREET,,,IC,Invest Cont,420,,,,SLAUSON                      AV,SAN PEDRO                    ST,33.9892,-118.2701
241412473,8/25/2024 0:00,8/22/2024 0:00,2100,14,Pacific,1445,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3900    BEETHOVEN                    ST,,33.998,-118.4399
241714067,11/6/2024 0:00,11/6/2024 0:00,400,17,Devonshire,1771,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,20300    PRAIRIE                      ST,,34.2392,-118.5754
240712244,10/24/2024 0:00,10/24/2024 0:00,847,7,Wilshire,736,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,23,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,400 S  LA BREA                      AV,,34.0669,-118.3456
241608949,6/22/2024 0:00,6/21/2024 0:00,2000,16,Foothill,1682,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,OMELVENY                     AV,ART                          ST,34.2293,-118.3967
242111640,9/11/2024 0:00,9/10/2024 0:00,630,21,Topanga,2146,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AO,Adult Other,510,,,,7100    ETON                         AV,,34.1992,-118.5955
241305048,1/23/2024 0:00,1/23/2024 0:00,1422,13,Newton,1345,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 1251 2024,16,M,H,721,HIGH SCHOOL,511,VERBAL THREAT,IC,Invest Cont,930,,,,1300 E  41ST                         ST,,34.0104,-118.2535
241112559,12/3/2024 0:00,10/29/2024 0:00,642,11,Northeast,1151,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,0,X,X,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,341,,,,4800 W  SUNSET                       BL,,34.0982,-118.294
241605921,3/1/2024 0:00,2/29/2024 0:00,53,16,Foothill,1601,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1822 0344 0387 1402,47,M,O,401,MINI-MART,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AO,Adult Other,343,998,,,11500    GLENOAKS                     BL,,34.2865,-118.4161
240406084,3/2/2024 0:00,3/2/2024 0:00,930,4,Hollenbeck,407,1,330,BURGLARY FROM VEHICLE,0344 1300 1302 1307,20,M,W,109,PARK/PLAYGROUND,,,IC,Invest Cont,330,,,,4200    MONTEREY                     RD,,34.0881,-118.1877
240316331,11/18/2024 0:00,11/17/2024 0:00,1155,3,Southwest,397,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1500 W  VERNON                       AV,,34.0073,-118.298
241407106,3/8/2024 0:00,3/8/2024 0:00,1210,14,Pacific,1469,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0342 0344,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,CENTINELA,LA TIJERA,33.9773,-118.3718
241604962,2/1/2024 0:00,1/31/2024 0:00,1900,16,Foothill,1638,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,7100    APPERSON                     ST,,34.2595,-118.293
241406295,2/17/2024 0:00,2/17/2024 0:00,2024,14,Pacific,1477,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,38,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,7800    YORKTOWN                     AV,,33.9683,-118.3888
241607181,4/11/2024 0:00,4/10/2024 0:00,1800,16,Foothill,1612,1,350,"THEFT, PERSON",0344 1300,26,F,H,101,STREET,,,AA,Adult Arrest,350,,,,12800    VAN NUYS                     BL,,34.2733,-118.4202
240805512,2/9/2024 0:00,2/8/2024 0:00,1900,8,West LA,827,1,330,BURGLARY FROM VEHICLE,1822 0344 1300,29,M,W,101,STREET,,,IC,Invest Cont,330,,,,300 S  BARRINGTON                   AV,,34.0624,-118.4685
240609533,5/30/2024 0:00,5/30/2024 0:00,15,6,Hollywood,622,1,330,BURGLARY FROM VEHICLE,1822 1300 0344,37,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,1800    EL CERRITO                   PL,,34.104,-118.3449
240509555,6/13/2024 0:00,6/13/2024 0:00,815,5,Harbor,514,1,330,BURGLARY FROM VEHICLE,0344 0358 1300 1612,47,M,H,701,HOSPITAL,,,IC,Invest Cont,330,,,,1000 W  PACIFIC COAST                HY,,33.7906,-118.275
241311913,8/6/2024 0:00,6/24/2024 0:00,1300,13,Newton,1372,1,310,BURGLARY,0358 0344 0329,0,X,X,101,STREET,,,IC,Invest Cont,310,,,,5500    AVALON                       BL,,33.9923,-118.2696
240309988,5/1/2024 0:00,4/30/2024 0:00,800,3,Southwest,393,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1813 0913 2000 1309 1311 0416 0446,36,F,B,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,42ND,8TH                          AV,34.0074,-118.329
240705421,2/2/2024 0:00,2/2/2024 0:00,2052,7,Wilshire,705,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0500 0515,23,F,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,815,,,,MELROSE,DETROIT,34.0835,-118.3452
241808269,4/1/2024 0:00,4/1/2024 0:00,1156,18,Southeast,1822,2,901,VIOLATION OF RESTRAINING ORDER,0913 2038 2000 0329,36,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,901,,,,100 E  94TH                         ST,,33.951,-118.2739
241512558,8/6/2024 0:00,8/5/2024 0:00,1115,15,N Hollywood,1566,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1822 1501 1912,57,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,4200    DENNY                        AV,,34.1467,-118.3653
240604119,1/4/2024 0:00,1/4/2024 0:00,638,6,Hollywood,638,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0319 0445 0447 0329 0334 1402 1822 0400,32,M,H,101,STREET,207,OTHER KNIFE,AA,Adult Arrest,230,998,,,WILTON,HOLLYWOOD,34.1017,-118.3137
241108773,6/17/2024 0:00,6/16/2024 0:00,1530,11,Northeast,1101,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,2800 E  OBSERVATORY                  RD,,34.1192,-118.3004
240710115,7/15/2024 0:00,7/15/2024 0:00,755,7,Wilshire,736,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,55,F,F,101,STREET,,,IC,Invest Cont,331,,,,300 S  CLOVERDALE                   AV,,34.069,-118.3462
241106520,3/7/2024 0:00,3/6/2024 0:00,700,11,Northeast,1137,1,310,BURGLARY,344,39,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5000    ALDAMA                       ST,,34.1118,-118.2073
241707219,3/14/2024 0:00,3/14/2024 0:00,232,17,Devonshire,1779,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1602 0329 0344 1300,31,F,W,101,STREET,,,IC,Invest Cont,331,,,,16100    DEARBORN                     ST,,34.2375,-118.4824
241306577,2/24/2024 0:00,2/24/2024 0:00,1700,13,Newton,1313,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,WASHINGTON                   BL,CENTRAL                      AV,34.0244,-118.2506
241514951,10/28/2024 0:00,10/21/2024 0:00,1200,15,N Hollywood,1519,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,31,F,O,222,LAUNDROMAT,,,IC,Invest Cont,440,,,,VICTORY                      BL,CLYBOURN                     AV,34.1851,-118.3604
241008269,4/28/2024 0:00,4/19/2024 0:00,1220,10,West Valley,1075,1,310,BURGLARY,0344 1607 1822 1420 0202 0206 0321 0358,47,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5100    HESPERIA                     AV,,34.162,-118.5262
241308392,4/6/2024 0:00,4/6/2024 0:00,2109,13,Newton,1313,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,34,F,C,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,SAN PEDRO,16TH                         ST,34.0299,-118.2559
240104235,1/4/2024 0:00,1/4/2024 0:00,1455,1,Central,153,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0417,0,X,X,101,STREET,,,IC,Invest Cont,745,,,,6TH                          ST,BROADWAY,34.0466,-118.252
241410768,6/29/2024 0:00,6/27/2024 0:00,2245,14,Pacific,1412,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,PACIFIC                      AV,SUNSET                       AV,33.9937,-118.477
240906078,2/26/2024 0:00,2/26/2024 0:00,1630,9,Van Nuys,931,2,624,BATTERY - SIMPLE ASSAULT,,19,M,H,873,MTA - ORANGE LINE - SEPULVEDA,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,15400    ERWIN                        ST,,34.183,-118.4692
240304716,1/13/2024 0:00,1/13/2024 0:00,45,3,Southwest,326,2,901,VIOLATION OF RESTRAINING ORDER,2000 1814 2038 1309,40,F,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,901,,,,2700    VAN BUREN                    PL,,34.0309,-118.297
240306024,2/6/2024 0:00,2/4/2024 0:00,1600,3,Southwest,326,2,624,BATTERY - SIMPLE ASSAULT,0913 0416 0446 2021 1202 0555 0419,60,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,2800    HALLDALE                     AV,,34.0299,-118.3028
242007291,3/16/2024 0:00,3/16/2024 0:00,1745,20,Olympic,2033,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,108,PARKING LOT,,,IC,Invest Cont,522,,,,600 S  WESTERN                      AV,,34.061,-118.3091
240704469,1/12/2024 0:00,1/4/2024 0:00,1200,7,Wilshire,765,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1300 S  LONGWOOD                     AV,,34.0513,-118.341
241109039,7/1/2024 0:00,7/1/2024 0:00,1800,11,Northeast,1125,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1400    ARMADALE                     AV,,34.1225,-118.212
240507505,4/2/2024 0:00,3/31/2024 0:00,1700,5,Harbor,525,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1309 2038 2000 0913 1814 0416,31,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,500 N  WILMINGTON                   BL,,33.775,-118.2738
241407082,3/7/2024 0:00,3/7/2024 0:00,700,14,Pacific,1463,1,330,BURGLARY FROM VEHICLE,1612 0344,0,X,X,108,PARKING LOT,,,IC,Invest Cont,330,,,,12900 W  JEFFERSON                    BL,,33.9805,-118.4111
240605685,2/4/2024 0:00,2/4/2024 0:00,1250,6,Hollywood,645,1,350,"THEFT, PERSON",1822 0344,35,F,H,102,SIDEWALK,,,IC,Invest Cont,350,,,,6800    HOLLYWOOD                    BL,,34.1016,-118.3387
241213229,7/7/2024 0:00,7/6/2024 0:00,1800,12,77th Street,1241,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,6300    10TH                         AV,,33.9829,-118.3279
240407362,5/3/2024 0:00,5/3/2024 0:00,1100,4,Hollenbeck,464,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,200 N  CHICAGO                      ST,,34.0462,-118.2114
240905216,2/4/2024 0:00,1/30/2024 0:00,1916,9,Van Nuys,916,2,888,TRESPASSING,1822 0342 1309,53,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,888,,,,13800    ENADIA                       WY,,34.2002,-118.4335
